datetime,action,price,position_size,pnl,cumulative_equity,interpolated_equity
2009-07-20 01:00:00,BUY,154.071,6.4905141136229405,0.0,0.0,1000.0
2009-08-12 02:00:00,SELL,158.156,6.4905141136229405,26.513750154149875,1026.5137501541499,1026.5137501541499
2009-09-07 09:00:00,BUY,152.62,6.725945158918555,0.0,0.0,1026.5137501541499
2009-09-14 14:00:00,SELL,150.49,6.725945158918555,-14.326263188496455,1012.1874869656534,1012.1874869656534
2009-10-12 23:00:00,BUY,141.89,7.133606927659832,0.0,0.0,1012.1874869656534
2009-10-13 07:00:00,SELL,141.87,7.133606927659832,-0.14267213855305272,1012.0448148271004,1012.0448148271004
2009-10-14 00:00:00,BUY,142.76,7.089134315123987,0.0,0.0,1012.0448148271004
2009-10-29 00:00:00,SELL,148.71,7.089134315123987,42.18034917498778,1054.2251640020881,1054.2251640020881
2009-11-05 18:00:00,BUY,149.794,7.037833050736933,0.0,0.0,1054.2251640020881
2009-11-12 21:00:00,SELL,149.647,7.037833050736933,-1.0345614584584837,1053.1906025436297,1053.1906025436297
2009-11-18 13:00:00,BUY,149.688,7.035905366787116,0.0,0.0,1053.1906025436297
2009-11-19 03:00:00,SELL,148.963,7.035905366787116,-5.101031390920525,1048.0895711527091,1048.0895711527091
2009-12-03 08:00:00,BUY,146.34,7.162017023047076,0.0,0.0,1048.0895711527091
2009-12-09 17:00:00,SELL,142.573,7.162017023047076,-26.97931812581828,1021.1102530268909,1021.1102530268909
2009-12-16 13:00:00,BUY,146.606,6.964996337304687,0.0,0.0,1021.1102530268909
2010-01-07 06:00:00,SELL,147.667,6.964996337304687,7.389861113880215,1028.500114140771,1028.500114140771
2010-01-07 19:00:00,BUY,148.479,6.926906257051644,0.0,0.0,1028.500114140771
2010-01-12 22:00:00,SELL,147.033,6.926906257051644,-10.01630644769682,1018.4838076930743,1018.4838076930743
2010-01-14 14:00:00,BUY,148.994,6.835737061177459,0.0,0.0,1018.4838076930743
2010-01-18 17:00:00,SELL,148.345,6.835737061177459,-4.436393352704158,1014.0474143403701,1014.0474143403701
2010-01-20 00:00:00,BUY,149.087,6.801715872882077,0.0,0.0,1014.0474143403701
2010-01-21 22:00:00,SELL,146.394,6.801715872882077,-18.317020845671323,995.7303934946988,995.7303934946988
2010-02-15 22:00:00,BUY,140.863,7.068785937362535,0.0,0.0,995.7303934946988
2010-02-23 08:00:00,SELL,141.204,7.068785937362535,2.410456004640764,998.1408494993395,998.1408494993395
2010-03-08 13:00:00,BUY,136.617,7.306124783148068,0.0,0.0,998.1408494993395
2010-03-22 15:00:00,SELL,135.241,7.306124783148068,-10.053227701611604,988.0876217977279,988.0876217977279
2010-03-26 01:00:00,BUY,137.339,7.194515918986799,0.0,0.0,988.0876217977279
2010-04-09 10:00:00,SELL,143.632,7.194515918986799,45.27508867818392,1033.3627104759119,1033.3627104759119
2010-04-12 06:00:00,BUY,143.939,7.17917111051148,0.0,0.0,1033.3627104759119
2010-04-19 06:00:00,SELL,140.318,7.17917111051148,-25.995778591161866,1007.36693188475,1007.36693188475
2010-04-22 04:00:00,BUY,143.052,7.041963285272139,0.0,0.0,1007.36693188475
2010-04-29 02:00:00,SELL,142.78,7.041963285272139,-1.9154140135939315,1005.451517871156,1005.451517871156
2010-04-30 21:00:00,BUY,143.406,7.011223504394209,0.0,0.0,1005.451517871156
2010-05-04 20:00:00,SELL,143.138,7.011223504394209,-1.8790078991777364,1003.5725099719783,1003.5725099719783
2010-05-28 06:00:00,BUY,132.524,7.572760480908955,0.0,0.0,1003.5725099719783
2010-06-08 08:00:00,SELL,133.19,7.572760480908955,5.043458480285381,1008.6159684522637,1008.6159684522637
2010-06-14 02:00:00,BUY,133.854,7.535194827590237,0.0,0.0,1008.6159684522637
2010-06-22 13:00:00,SELL,133.572,7.535194827590237,-2.1249249413805273,1006.4910435108832,1006.4910435108832
2010-07-09 01:00:00,BUY,133.955,7.513650431196171,0.0,0.0,1006.4910435108832
2010-07-19 13:00:00,SELL,132.998,7.513650431196171,-7.19056346265495,999.3004800482283,999.3004800482283
2010-07-26 08:00:00,BUY,135.116,7.395870807663254,0.0,0.0,999.3004800482283
2010-08-09 15:00:00,SELL,136.668,7.395870807663254,11.478391493493291,1010.7788715417216,1010.7788715417216
2010-08-09 18:00:00,BUY,136.912,7.382690133382915,0.0,0.0,1010.7788715417216
2010-08-10 10:00:00,SELL,135.355,7.382690133382915,-11.494848537677285,999.2840230040443,999.2840230040443
2010-09-15 15:00:00,BUY,133.085,7.508614967908061,0.0,0.0,999.2840230040443
2010-09-24 04:00:00,SELL,132.524,7.508614967908061,-4.212332996996452,995.0716900070479,995.0716900070479
2010-09-28 09:00:00,BUY,133.037,7.479661222119018,0.0,0.0,995.0716900070479
2010-09-28 10:00:00,SELL,132.979,7.479661222119018,-0.43382035088279736,994.6378696561651,994.6378696561651
2010-09-28 11:00:00,BUY,133.294,7.461985308087123,0.0,0.0,994.6378696561651
2010-09-29 00:00:00,SELL,132.448,7.461985308087123,-6.3128395706416995,988.3250300855234,988.3250300855234
2010-10-27 19:00:00,BUY,128.588,7.685981818564123,0.0,0.0,988.3250300855234
2010-11-23 22:00:00,SELL,131.204,7.685981818564123,20.106528437363863,1008.4315585228873,1008.4315585228873
2010-12-08 17:00:00,BUY,132.905,7.587611892125106,0.0,0.0,1008.4315585228873
2010-12-16 06:00:00,SELL,130.998,7.587611892125106,-14.469575878282626,993.9619826446046,993.9619826446046
2011-01-05 03:00:00,BUY,127.756,7.780158917347166,0.0,0.0,993.9619826446046
2011-01-25 23:00:00,SELL,130.066,7.780158917347166,17.972167099071953,1011.9341497436766,1011.9341497436766
2011-02-02 07:00:00,BUY,131.662,7.685848230648756,0.0,0.0,1011.9341497436766
2011-02-23 06:00:00,SELL,133.516,7.685848230648756,14.24956261962268,1026.1837123632993,1026.1837123632993
2011-03-03 01:00:00,BUY,133.606,7.680670870793971,0.0,0.0,1026.1837123632993
2011-03-11 12:00:00,SELL,131.6,7.680670870793971,-15.407425766812707,1010.7762865964866,1010.7762865964866
2011-03-21 23:00:00,BUY,132.206,7.645464552263034,0.0,0.0,1010.7762865964866
2011-03-28 12:00:00,SELL,130.407,7.645464552263034,-13.754190729521042,997.0220958669655,997.0220958669655
2011-03-30 13:00:00,BUY,133.409,7.473424550569794,0.0,0.0,997.0220958669655
2011-04-13 07:00:00,SELL,136.726,7.473424550569794,24.78934923424015,1021.8114451012057,1021.8114451012057
2011-04-28 00:00:00,BUY,136.717,7.473916521728867,0.0,0.0,1021.8114451012057
2011-05-03 11:00:00,SELL,133.618,7.473916521728867,-23.161667300837962,998.6497778003677,998.6497778003677
2011-05-19 00:00:00,BUY,132.041,7.563179450325033,0.0,0.0,998.6497778003677
2011-06-02 18:00:00,SELL,132.179,7.563179450325033,1.0437187641448418,999.6934965645125,999.6934965645125
2011-06-15 04:00:00,BUY,131.628,7.59483921782989,0.0,0.0,999.6934965645125
2011-06-16 19:00:00,SELL,130.165,7.59483921782989,-11.111249775684996,988.5822467888275,988.5822467888275
2011-06-29 15:00:00,BUY,129.859,7.612735711724467,0.0,0.0,988.5822467888275
2011-07-08 02:00:00,SELL,129.779,7.612735711724467,-0.6090188569379507,987.9732279318896,987.9732279318896
2011-07-21 10:00:00,BUY,127.262,7.763301126274062,0.0,0.0,987.9732279318896
2011-07-28 16:00:00,SELL,127.048,7.763301126274062,-1.6613464410226015,986.311881490867,986.311881490867
2011-08-04 17:00:00,BUY,129.019,7.644702574743774,0.0,0.0,986.311881490867
2011-08-09 21:00:00,SELL,125.018,7.644702574743774,-30.586455001549893,955.7254264893171,955.7254264893171
2011-08-17 10:00:00,BUY,125.85,7.594163102815393,0.0,0.0,955.7254264893171
2011-08-25 16:00:00,SELL,125.933,7.594163102815393,0.630315537533761,956.3557420268509,956.3557420268509
2011-09-28 16:00:00,BUY,119.702,7.989471704957736,0.0,0.0,956.3557420268509
2011-10-04 21:00:00,SELL,118.242,7.989471704957736,-11.66462868923827,944.6911133376126,944.6911133376126
2011-10-10 17:00:00,BUY,120.204,7.8590655330738795,0.0,0.0,944.6911133376126
2011-11-10 00:00:00,SELL,123.593,7.8590655330738795,26.634373091587463,971.3254864292,971.3254864292
2011-11-29 09:00:00,BUY,120.791,8.04137300319726,0.0,0.0,971.3254864292
2011-12-08 09:00:00,SELL,121.807,8.04137300319726,8.17003497124847,979.4955214004486,979.4955214004486
2011-12-20 21:00:00,BUY,121.967,8.030824086846842,0.0,0.0,979.4955214004486
2011-12-28 21:00:00,SELL,120.394,8.030824086846842,-12.632486288610039,966.8630351118387,966.8630351118387
2012-01-19 15:00:00,BUY,118.63,8.150240538749378,0.0,0.0,966.8630351118387
2012-01-31 07:00:00,SELL,119.89,8.150240538749378,10.26930307882435,977.132338190663,977.132338190663
2012-02-06 18:00:00,BUY,121.139,8.066207729886024,0.0,0.0,977.132338190663
2012-03-07 05:00:00,SELL,127.008,8.066207729886024,47.34057316670112,1024.4729113573642,1024.4729113573642
2012-03-09 17:00:00,BUY,129.194,7.929725152540863,0.0,0.0,1024.4729113573642
2012-03-23 14:00:00,SELL,130.691,7.929725152540863,11.87079855335378,1036.343709910718,1036.343709910718
2012-03-27 22:00:00,BUY,132.628,7.813913426355808,0.0,0.0,1036.343709910718
2012-03-29 16:00:00,SELL,130.392,7.813913426355808,-17.471910421331472,1018.8717994893865,1018.8717994893865
2012-04-02 13:00:00,BUY,132.619,7.6826985536716945,0.0,0.0,1018.8717994893865
2012-04-04 09:00:00,SELL,131.313,7.6826985536716945,-10.03360431109536,1008.8381951782911,1008.8381951782911
2012-04-18 20:00:00,BUY,130.184,7.749325532924869,0.0,0.0,1008.8381951782911
2012-04-30 10:00:00,SELL,130.489,7.749325532924869,2.3635442875421404,1011.2017394658333,1011.2017394658333
2012-06-07 16:00:00,BUY,124.018,8.15366914049439,0.0,0.0,1011.2017394658333
2012-06-27 03:00:00,SELL,124.038,8.15366914049439,0.16307338280989825,1011.3648128486432,1011.3648128486432
2012-07-03 00:00:00,BUY,124.747,8.107327734123011,0.0,0.0,1011.3648128486432
2012-07-06 10:00:00,SELL,123.985,8.107327734123011,-6.177783733401725,1005.1870291152416,1005.1870291152416
2012-07-17 21:00:00,BUY,123.692,8.126532266559208,0.0,0.0,1005.1870291152416
2012-07-23 04:00:00,SELL,122.071,8.126532266559208,-13.173108804092408,992.013920311149,992.013920311149
2012-07-30 02:00:00,BUY,123.414,8.038098759550367,0.0,0.0,992.013920311149
2012-08-02 18:00:00,SELL,121.195,8.038098759550367,-17.83654114744229,974.1773791637067,974.1773791637067
2012-08-07 18:00:00,BUY,123.205,7.906963022310026,0.0,0.0,974.1773791637067
2012-08-07 20:00:00,SELL,123.11,7.906963022310026,-0.7511614871194752,973.4262176765873,973.4262176765873
2012-08-08 15:00:00,BUY,122.596,7.940114014132494,0.0,0.0,973.4262176765873
2012-08-27 05:00:00,SELL,124.413,7.940114014132494,14.427187163678695,987.853404840266,987.853404840266
2012-09-04 13:00:00,BUY,124.424,7.939412049445974,0.0,0.0,987.853404840266
2012-09-24 23:00:00,SELL,126.232,7.939412049445974,14.354456985398315,1002.2078618256643,1002.2078618256643
2012-10-03 21:00:00,BUY,126.187,7.9422433517372175,0.0,0.0,1002.2078618256643
2012-10-09 14:00:00,SELL,125.445,7.9422433517372175,-5.893144566989122,996.3147172586752,996.3147172586752
2012-10-15 20:00:00,BUY,126.504,7.875756634246152,0.0,0.0,996.3147172586752
2012-10-30 23:00:00,SELL,127.969,7.875756634246152,11.537983469170513,1007.8527007278457,1007.8527007278457
2012-10-31 16:00:00,BUY,128.492,7.843700002551488,0.0,0.0,1007.8527007278457
2012-11-06 12:00:00,SELL,128.122,7.843700002551488,-2.902169000943786,1004.9505317269019,1004.9505317269019
2012-11-15 20:00:00,BUY,128.747,7.805622901713452,0.0,0.0,1004.9505317269019
2013-01-10 00:00:00,SELL,140.976,7.805622901713452,95.45496246505365,1100.4054941919555,1100.4054941919555
2013-01-10 19:00:00,BUY,142.493,7.722523170906329,0.0,0.0,1100.4054941919555
2013-01-17 07:00:00,SELL,141.917,7.722523170906329,-4.44817334644199,1095.9573208455136,1095.9573208455136
2013-01-18 04:00:00,BUY,143.446,7.640208307276003,0.0,0.0,1095.9573208455136
2013-01-22 03:00:00,SELL,141.991,7.640208307276003,-11.116503087086585,1084.840817758427,1084.840817758427
2013-01-25 19:00:00,BUY,143.768,7.545773870113147,0.0,0.0,1084.840817758427
2013-02-14 00:00:00,SELL,144.824,7.545773870113147,7.968337206839578,1092.8091549652665,1092.8091549652665
2013-03-05 15:00:00,BUY,141.135,7.743006022356372,0.0,0.0,1092.8091549652665
2013-03-25 18:00:00,SELL,142.4,7.743006022356372,9.794902618280958,1102.6040575835475,1102.6040575835475
2013-04-05 03:00:00,BUY,147.558,7.472343468897298,0.0,0.0,1102.6040575835475
2013-04-16 12:00:00,SELL,149.784,7.472343468897298,16.633436561765393,1119.237494145313,1119.237494145313
2013-04-22 12:00:00,BUY,152.016,7.36262955310831,0.0,0.0,1119.237494145313
2013-04-30 17:00:00,SELL,151.582,7.36262955310831,-3.195381226048994,1116.042112919264,1116.042112919264
2013-05-03 13:00:00,BUY,152.59,7.313992482595609,0.0,0.0,1116.042112919264
2013-05-22 02:00:00,SELL,155.281,7.313992482595609,19.681953770664904,1135.7240666899288,1135.7240666899288
2013-06-21 01:00:00,BUY,150.724,7.535124244910756,0.0,0.0,1135.7240666899288
2013-06-28 01:00:00,SELL,150.152,7.535124244910756,-4.310091068088923,1131.4139756218399,1131.4139756218399
