datetime,action,price,position_size,pnl,cumulative_equity,interpolated_equity
2016-12-28 05:00:00,BUY,1142.01,0.8756490748767524,0.0,0.0,1000.0
2017-01-26 05:00:00,SELL,1199.08,0.8756490748767524,49.9732927032162,1049.9732927032162,1049.9732927032162
2017-02-01 12:00:00,BUY,1211.16,0.8669154304164736,0.0,0.0,1049.9732927032162
2017-02-15 02:00:00,SELL,1225.84,0.8669154304164736,12.726318518513608,1062.6996112217298,1062.6996112217298
2017-02-16 22:00:00,BUY,1239.42,0.8574168653254988,0.0,0.0,1062.6996112217298
2017-03-02 22:00:00,SELL,1234.98,0.8574168653254988,-3.8069308820454353,1058.8926803396844,1058.8926803396844
2017-03-16 19:00:00,BUY,1229.5,0.8612384549326428,0.0,0.0,1058.8926803396844
2017-03-31 17:00:00,SELL,1247.18,0.8612384549326428,15.226695883209231,1074.1193762228936,1074.1193762228936
2017-04-04 13:00:00,BUY,1257.81,0.8539599591535237,0.0,0.0,1074.1193762228936
2017-04-24 11:00:00,SELL,1270.73,0.8539599591535237,11.033162672263643,1085.1525388951572,1085.1525388951572
2017-05-16 02:00:00,BUY,1231.45,0.8811990246418102,0.0,0.0,1085.1525388951572
2017-06-12 04:00:00,SELL,1267.8,0.8811990246418102,32.03158454572963,1117.1841234408869,1117.1841234408869
2017-06-22 15:00:00,BUY,1252.73,0.8917996084079466,0.0,0.0,1117.1841234408869
2017-06-26 23:30:00,SELL,1244.46,0.8917996084079466,-7.3751827615335515,1109.8089406793533,1109.8089406793533
2017-06-28 20:30:00,BUY,1249.59,0.8881384619590053,0.0,0.0,1109.8089406793533
2017-06-29 13:30:00,SELL,1246.23,0.8881384619590053,-2.9841452321823,1106.824795447171,1106.824795447171
2017-07-12 15:00:00,BUY,1215.45,0.910629639596175,0.0,0.0,1106.824795447171
2017-07-26 12:30:00,SELL,1246.15,0.910629639596175,27.956329935602525,1134.7811253827736,1134.7811253827736
2017-07-27 06:00:00,BUY,1263.59,0.8980611791663227,0.0,0.0,1134.7811253827736
2017-08-03 06:30:00,SELL,1261.94,0.8980611791663227,-1.4818009456241725,1133.2993244371494,1133.2993244371494
2017-08-04 13:00:00,BUY,1269.74,0.8925443984100283,0.0,0.0,1133.2993244371494
2017-08-04 18:30:00,SELL,1256.79,0.8925443984100283,-11.558449959409927,1121.7408744777395,1121.7408744777395
2017-08-09 12:30:00,BUY,1267.78,0.8848072019417719,0.0,0.0,1121.7408744777395
2017-08-15 10:30:00,SELL,1274.69,0.8848072019417719,6.114017765417884,1127.8548922431573,1127.8548922431573
2017-08-17 13:00:00,BUY,1284.2,0.8782548608029569,0.0,0.0,1127.8548922431573
2017-08-23 01:30:00,SELL,1283.95,0.8782548608029569,-0.2195637152008203,1127.6353285279565,1127.6353285279565
2017-08-24 07:30:00,BUY,1288.59,0.8750924099426168,0.0,0.0,1127.6353285279565
2017-08-25 04:00:00,SELL,1286.34,0.8750924099426168,-1.9689579223709188,1125.6663706055856,1125.6663706055856
2017-08-25 22:30:00,BUY,1291.18,0.8718121180668733,0.0,0.0,1125.6663706055856
2017-09-11 16:30:00,SELL,1334.46,0.8718121180668733,37.73202846993422,1163.3983990755198,1163.3983990755198
2017-09-26 06:30:00,BUY,1313.13,0.8859735129617934,0.0,0.0,1163.3983990755198
2017-09-27 12:00:00,SELL,1289.82,0.8859735129617934,-20.652042587139476,1142.7463564883803,1142.7463564883803
2017-10-09 08:30:00,BUY,1284.25,0.8898161234092897,0.0,0.0,1142.7463564883803
2017-10-17 15:30:00,SELL,1284.22,0.8898161234092897,-0.026694483702158323,1142.7196620046782,1142.7196620046782
2017-10-26 16:30:00,BUY,1274.26,0.8967711942654389,0.0,0.0,1142.7196620046782
2017-10-26 20:00:00,SELL,1268.63,0.8967711942654389,-5.048821823714206,1137.670840180964,1137.670840180964
2017-10-31 05:30:00,BUY,1276.05,0.8915566319352408,0.0,0.0,1137.670840180964
2017-11-01 05:30:00,SELL,1269.79,0.8915566319352408,-5.581144515914502,1132.0896956650495,1132.0896956650495
2017-11-01 16:30:00,BUY,1273.24,0.8891408498515987,0.0,0.0,1132.0896956650495
2017-11-03 22:00:00,SELL,1270.09,0.8891408498515987,-2.800793677032516,1129.288901988017,1129.288901988017
2017-11-07 08:00:00,BUY,1279.35,0.8827052034142471,0.0,0.0,1129.288901988017
2017-11-13 08:00:00,SELL,1276.31,0.8827052034142471,-2.683423818379424,1126.6054781696375,1126.6054781696375
2017-11-15 16:30:00,BUY,1287.72,0.8748838863802981,0.0,0.0,1126.6054781696375
2017-11-16 17:00:00,SELL,1278.9,0.8748838863802981,-7.716475877874245,1118.8890022917633,1118.8890022917633
2017-11-17 05:30:00,BUY,1283.29,0.8718910007026964,0.0,0.0,1118.8890022917633
2017-11-21 13:30:00,SELL,1280.25,0.8718910007026964,-2.6505486421363003,1116.238453649627,1116.238453649627
2017-11-22 21:00:00,BUY,1292.38,0.8637076197787237,0.0,0.0,1116.238453649627
2017-11-29 23:00:00,SELL,1284.14,0.8637076197787237,-7.1169507869767585,1109.1215028626502,1109.1215028626502
2017-12-14 06:30:00,BUY,1257.51,0.8819981573606971,0.0,0.0,1109.1215028626502
2018-01-09 20:00:00,SELL,1310.83,0.8819981573606971,47.02814175047229,1156.1496446131225,1156.1496446131225
2018-01-11 11:00:00,BUY,1317.5,0.877532937087759,0.0,0.0,1156.1496446131225
2018-01-18 06:30:00,SELL,1325.61,0.877532937087759,7.116792119781621,1163.2664367329041,1163.2664367329041
2018-01-23 07:30:00,BUY,1336.25,0.8705455092481976,0.0,0.0,1163.2664367329041
2018-01-29 17:00:00,SELL,1344.51,0.8705455092481976,7.1907059063901215,1170.4571426392943,1170.4571426392943
2018-02-02 05:30:00,BUY,1347.85,0.8683882795854838,0.0,0.0,1170.4571426392943
2018-02-05 04:00:00,SELL,1330.51,0.8683882795854838,-15.057852768012253,1155.399289871282,1155.399289871282
2018-02-13 02:00:00,BUY,1323.68,0.8728690392476142,0.0,0.0,1155.399289871282
2018-02-20 08:30:00,SELL,1340.72,0.8728690392476142,14.87368842877936,1170.2729783000614,1170.2729783000614
2018-02-26 11:00:00,BUY,1338.66,0.8742122557632717,0.0,0.0,1170.2729783000614
2018-02-27 22:00:00,SELL,1317.7,0.8742122557632717,-18.323488880798322,1151.949489419263,1151.949489419263
2018-03-05 22:30:00,BUY,1319.68,0.8729006194071768,0.0,0.0,1151.949489419263
2018-03-08 17:00:00,SELL,1321.11,0.8729006194071768,1.2482478857521073,1153.1977373050152,1153.1977373050152
2018-03-13 23:00:00,BUY,1326.0,0.8696815515120778,0.0,0.0,1153.1977373050152
2018-03-15 23:00:00,SELL,1315.84,0.8696815515120778,-8.835964563362722,1144.3617727416524,1144.3617727416524
2018-03-21 20:30:00,BUY,1323.48,0.8646611756442503,0.0,0.0,1144.3617727416524
2018-03-28 15:00:00,SELL,1334.16,0.8646611756442503,9.234581355880664,1153.596354097533,1153.596354097533
2018-04-03 08:00:00,BUY,1338.28,0.8619992483617278,0.0,0.0,1153.596354097533
2018-04-05 15:30:00,SELL,1325.49,0.8619992483617278,-11.024970386546556,1142.5713837109865,1142.5713837109865
2018-04-09 19:00:00,BUY,1333.3,0.8569499615322782,0.0,0.0,1142.5713837109865
2018-04-13 11:30:00,SELL,1341.17,0.8569499615322782,6.744196197259043,1149.3155799082456,1149.3155799082456
2018-04-16 08:00:00,BUY,1346.3,0.8536846021750321,0.0,0.0,1149.3155799082456
2018-04-17 21:00:00,SELL,1347.03,0.8536846021750321,0.6231897595878308,1149.9387696678334,1149.9387696678334
2018-04-17 23:30:00,BUY,1347.27,0.8535325284967626,0.0,0.0,1149.9387696678334
2018-04-20 09:30:00,SELL,1343.45,0.8535325284967626,-3.260494258857534,1146.6782754089759,1146.6782754089759
2018-05-04 06:30:00,BUY,1313.55,0.8729612693913258,0.0,0.0,1146.6782754089759
2018-05-09 05:30:00,SELL,1311.15,0.8729612693913258,-2.095107046538942,1144.583168362437,1144.583168362437
2018-05-10 13:30:00,BUY,1316.43,0.8694599548494313,0.0,0.0,1144.583168362437
2018-05-15 09:30:00,SELL,1311.6,0.8694599548494313,-4.1994915819229846,1140.383676780514,1140.383676780514
2018-05-22 13:30:00,BUY,1293.82,0.8814082923285419,0.0,0.0,1140.383676780514
2018-05-29 10:30:00,SELL,1297.2,0.8814082923285419,2.979160028070737,1143.3628368085847,1143.3628368085847
2018-05-29 11:00:00,BUY,1303.75,0.876980124110132,0.0,0.0,1143.3628368085847
2018-05-30 13:30:00,SELL,1297.47,0.876980124110132,-5.5074351794116865,1137.855401629173,1137.855401629173
2018-05-31 09:00:00,BUY,1305.79,0.8713923384534826,0.0,0.0,1137.855401629173
2018-06-01 14:30:00,SELL,1295.01,0.8713923384534826,-9.393609408528391,1128.4617922206446,1128.4617922206446
2018-06-06 15:30:00,BUY,1298.18,0.8692645027813127,0.0,0.0,1128.4617922206446
2018-06-12 22:00:00,SELL,1295.65,0.8692645027813127,-2.199239192036657,1126.262553028608,1126.262553028608
2018-06-14 11:00:00,BUY,1302.43,0.8647394125047856,0.0,0.0,1126.262553028608
2018-06-15 19:30:00,SELL,1276.54,0.8647394125047856,-22.38810338974895,1103.874449638859,1103.874449638859
